timestamp,price
12/31/2023 0:00,0.09203
1/1/2024 0:00,0.090558
1/2/2024 0:00,0.092516
1/3/2024 0:00,0.087072
1/4/2024 0:00,0.083116
1/5/2024 0:00,0.082733
1/6/2024 0:00,0.081151
1/7/2024 0:00,0.080333
1/8/2024 0:00,0.078835
1/9/2024 0:00,0.079442
1/10/2024 0:00,0.079273
1/11/2024 0:00,0.084489
1/12/2024 0:00,0.083205
1/13/2024 0:00,0.080622
1/14/2024 0:00,0.081639
1/15/2024 0:00,0.081061
1/16/2024 0:00,0.081303
1/17/2024 0:00,0.080666
1/18/2024 0:00,0.07961
1/19/2024 0:00,0.077821
1/20/2024 0:00,0.080119
1/21/2024 0:00,0.086851
1/22/2024 0:00,0.083079
1/23/2024 0:00,0.078514
1/24/2024 0:00,0.078997
1/25/2024 0:00,0.077989
1/26/2024 0:00,0.078986
1/27/2024 0:00,0.079874
1/28/2024 0:00,0.079969
1/29/2024 0:00,0.080547
1/30/2024 0:00,0.081285
1/31/2024 0:00,0.079491
2/1/2024 0:00,0.078959
2/2/2024 0:00,0.079398
2/3/2024 0:00,0.079145
2/4/2024 0:00,0.07897
2/5/2024 0:00,0.078608
2/6/2024 0:00,0.078484
2/7/2024 0:00,0.07898
2/8/2024 0:00,0.080131
2/9/2024 0:00,0.081143
2/10/2024 0:00,0.08126
2/11/2024 0:00,0.081911
2/12/2024 0:00,0.080916
2/13/2024 0:00,0.08236975
2/14/2024 0:00,0.081148557
2/15/2024 0:00,0.085477546
2/16/2024 0:00,0.085396191
2/17/2024 0:00,0.085984192
2/18/2024 0:00,0.083603749
2/19/2024 0:00,0.085186487
2/20/2024 0:00,0.089371054
2/21/2024 0:00,0.08614427
2/22/2024 0:00,0.084640446
2/23/2024 0:00,0.084167596
2/24/2024 0:00,0.084464113
2/25/2024 0:00,0.086103702
2/26/2024 0:00,0.086107318
2/27/2024 0:00,0.089348495
2/28/2024 0:00,0.098227054
2/29/2024 0:00,0.1166298939746429
3/1/2024 0:00,0.11802464614422643
3/2/2024 0:00,0.13902493018486253
3/3/2024 0:00,0.14276444045780856
3/4/2024 0:00,0.1539125055212753
3/5/2024 0:00,0.18248479768818787
3/6/2024 0:00,0.1557745639957971
3/7/2024 0:00,0.15826673130761534
